Wdft_RegionIdentifier,Census_IsTouchEnabled,Census_IsSecureBootEnabled,IsSxsPassiveMode,Census_MDC2FormFactor,Census_OSWUAutoUpdateOptionsName,OsSuite,Census_IsPortableOperatingSystem,Census_ActivationChannel,Census_OSArchitecture,AutoSampleOptIn,Census_GenuineStateName,Census_IsPenCapable,Processor,ProductName,Census_PrimaryDiskTypeName,Platform,HasTpm,MachineIdentifier,Census_HasOpticalDiskDrive,SkuEdition,IsBeta,OsPlatformSubRelease,Census_FlightRing,Census_OSInstallTypeName,Census_DeviceFamily,SmartScreen,HasDetections
10.0,0,0,0,Notebook,UNKNOWN,768,0,Retail,amd64,0,OFFLINE,0,x64,win8defender,HDD,windows10,1,132699fae4f905e249f8f4bdfd27766e,0,Home,0,rs2,Unknown,IBSClean,Windows.Desktop,ExistsNotSet,1
10.0,0,1,0,Desktop,Notify,256,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,6e6655ff705e2a44e9dd616c079633cb,0,Pro,0,rs3,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
3.0,1,1,0,Convertible,Notify,256,0,OEM:DM,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,4eabb72e3f0f96d60e1c349371370e08,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,3e4d6b33f7e4bc343528b8d21d68c0eb,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
1.0,0,0,0,Desktop,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,b1dfe310ae16c8f2d1b35a7dea6e4814,0,Home,0,rs4,Retail,Update,Windows.Desktop,RequireAdmin,0
11.0,1,1,0,LargeTablet,FullAuto,768,0,Retail,x86,0,IS_GENUINE,1,x86,win8defender,SSD,windows10,1,10c0571b60d1752272279d6c20251999,0,Home,0,rs1,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
15.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,653c89be9bb0f9f3dc1574b78d73564c,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
11.0,1,1,0,Notebook,FullAuto,256,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,ca463a9fdd730ad5da7ff16a9c8bd467,0,Pro,0,rs2,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
8.0,0,1,0,Notebook,UNKNOWN,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,7056e08c39f3d489981f84e047b0d9f2,0,Home,0,rs3,Retail,Reset,Windows.Desktop,ExistsNotSet,1
3.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,1766e2c5aa3ebe1170ee533ae6625096,0,Home,0,rs4,Retail,Other,Windows.Desktop,ExistsNotSet,0
11.0,0,0,0,Notebook,FullAuto,768,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,SSD,windows10,1,039dcddd8018b138dcd15f475c4563ba,0,Home,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
15.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,d188fddedb8d7f50cd24379874440f92,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
7.0,1,0,0,Desktop,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,fad0590e19cb462e9df7935df39d5f65,0,Pro,0,rs4,Unknown,IBSClean,Windows.Desktop,ExistsNotSet,1
11.0,0,0,0,Desktop,FullAuto,256,0,Volume:GVLK,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,6479122ed577b807209562fa23592127,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
7.0,0,0,0,PCOther,UNKNOWN,768,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,c7914876b6ef214060ebeccd30ccb8f4,0,Home,0,rs2,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
10.0,0,0,0,Desktop,UNKNOWN,256,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,b6505ad36531b8b5e7f947d4c307742c,0,Pro,0,rs3,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
13.0,0,1,0,Notebook,UNKNOWN,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,ec5c210c0cdd9552b17a714b4460c928,0,Home,0,th2,Retail,Reset,Windows.Desktop,RequireAdmin,1
10.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,1f81dce89f504bb0b4bc33d6f409e4b4,0,Home,0,rs3,Retail,Reset,Windows.Desktop,ExistsNotSet,1
10.0,0,0,0,AllInOne,Notify,256,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,HDD,windows10,1,0cc402bd67959583e44a243478030351,0,Pro,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,Notebook,UNKNOWN,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,7bc19bf131766d757f0bf2833f21880d,0,Home,0,rs3,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
15.0,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,UNKNOWN,windows10,1,5ab528d67f4ed02de0ceab142311b8ec,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
1.0,0,1,0,Desktop,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,a4adfeafe886beda4bf8e7a9326efb36,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
10.0,0,1,0,Notebook,UNKNOWN,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,40e55870e8c595b721cf8275443bef9c,0,Home,0,rs1,Retail,Update,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0126b4c6bf34054719a0efdfdd243e3c,0,Home,0,th2,Retail,Upgrade,Windows.Desktop,RequireAdmin,1
10.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,da65ee3db2fe49116e74b614e13171bd,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
3.0,0,0,0,Desktop,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,d586c7918cec3d0f11feb07ca6a808c4,0,Pro,0,rs3,Retail,Update,Windows.Desktop,RequireAdmin,1
3.0,0,0,0,Notebook,FullAuto,256,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,HDD,windows10,1,11be0713b430f44a923c2c736c9696b1,1,Pro,0,rs4,Retail,Reset,Windows.Desktop,ExistsNotSet,0
1.0,0,1,0,Notebook,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,e97cdb1ac1d9296243e3b3da4d848763,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,Desktop,Notify,256,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,16438dedbe766252c5613d0fd5774820,0,Pro,0,rs3,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
10.0,0,0,0,Desktop,FullAuto,768,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,723fd1673438c625739bdec8c794f1c8,0,Home,0,rs4,Retail,Reset,Windows.Desktop,ExistsNotSet,0
10.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,ce1c77402ef78d6b1e21b5089fb04602,0,Home,0,rs4,Retail,Upgrade,Windows.Desktop,ExistsNotSet,1
1.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,012f27196c5fe0df15a4c4b42993bc3c,0,Home,0,rs2,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
8.0,0,0,0,Desktop,UNKNOWN,256,0,Retail,amd64,0,OFFLINE,0,x64,win8defender,HDD,windows10,1,bcb59f0bcfd2f3d2ade4c78eb25f48cb,0,Pro,0,rs1,Retail,IBSClean,Windows.Desktop,RequireAdmin,1
11.0,0,0,0,Notebook,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,55c14f46a81b4d302133491ba3719d52,0,Home,0,th2,Retail,Update,Windows.Desktop,RequireAdmin,1
1.0,0,0,0,MediumServer,DownloadNotify,272,0,OEM:NONSLP,amd64,0,IS_GENUINE,0,x64,win8defender,UNKNOWN,windows2016,1,4f848f07d809e54e365fdce8bb987b4c,0,Invalid,0,rs1,Retail,IBSClean,Windows.Server,Off,0
2.0,0,0,0,Desktop,FullAuto,256,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,HDD,windows10,1,af9044b6982c88300d2d760f022219c7,0,Pro,0,rs4,Retail,Update,Windows.Desktop,Warn,1
1.0,0,1,1,Notebook,FullAuto,256,0,Volume:GVLK,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,b05cbb96d1d5b9d940a14d1d0af14589,0,Pro,0,rs4,Retail,Reset,Windows.Desktop,ExistsNotSet,1
11.0,0,0,0,Notebook,FullAuto,768,0,Retail,x86,0,IS_GENUINE,0,x64,win8defender,SSD,windows8,1,0ba9bd2525c81a0f749456e1244f92c3,0,Home,0,windows8.1,Retail,Update,Windows.Desktop,ExistsNotSet,1
13.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,d8694a2d7624f9c1b0b2a0654dafbeb0,0,Home,0,rs1,Retail,Refresh,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,PCOther,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,30358bd63bd7c3427dacfb9f57f2500b,0,Home,0,rs2,Retail,Reset,Windows.Desktop,ExistsNotSet,1
10.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,bd2c997a3e8707eea160df1cb02e9dec,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
11.0,0,0,0,Notebook,FullAuto,256,0,Volume:GVLK,x86,0,INVALID_LICENSE,0,x86,win8defender,HDD,windows10,1,0d86dfbd31302b27b4b8f9c794c189e1,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
10.0,0,1,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows8,1,12365bfe7105d8cc1140747e91d43d45,0,Pro,0,windows8.1,Retail,Update,Windows.Desktop,ExistsNotSet,1
10.0,0,1,0,Notebook,Notify,256,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,a8656cf11fc45a8718fb2f82f1649f20,0,Pro,0,rs2,Retail,Other,Windows.Desktop,ExistsNotSet,1
13.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows8,1,dbb856e175b24fc498882b38092d464f,0,Home,0,windows8.1,Retail,Update,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,AllInOne,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,2c89420a883279bcf7756f9a8aa4773c,0,Home,0,rs2,Retail,Update,Windows.Desktop,ExistsNotSet,1
3.0,0,0,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,fc7d88bda3259fe93d85ce5cde5fadbf,0,Home,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
12.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,af4eaac79640c9b5eb8f22b91ad1875f,0,Home,0,th1,NOT_SET,Other,Windows.Desktop,ExistsNotSet,1
10.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows8,1,fd2f2929b188cd55452e094e72d22936,0,Home,0,windows8.1,Retail,Update,Windows.Desktop,RequireAdmin,1
3.0,0,0,0,Desktop,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,UNKNOWN,windows10,1,58cad2f252992ecceae3276ef3fe82c2,0,Home,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
12.0,0,0,0,Notebook,UNKNOWN,256,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,SSD,windows10,1,dfa6702ea5ab75e3a99fb111c7aae86f,0,Pro,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,1
10.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,831149b0cbabb3d94f652d249d41740a,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
12.0,0,1,0,Convertible,UNKNOWN,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,8631c9997efc4036f7025105ba0a4159,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
11.0,0,0,0,Notebook,UNKNOWN,256,0,Volume:GVLK,x86,0,INVALID_LICENSE,0,x86,win8defender,HDD,windows10,1,eae380add7e115de8518e919a3a046aa,0,Enterprise,0,th1,NOT_SET,IBSClean,Windows.Desktop,ExistsNotSet,1
7.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,8339049e509e62a5d2128a698bb5c51f,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
6.0,0,1,0,Notebook,UNKNOWN,256,0,OEM:DM,amd64,0,OFFLINE,0,x64,win8defender,SSD,windows10,1,0da56081dea2936347a187c37b73baec,0,Pro,0,rs3,Retail,Other,Windows.Desktop,ExistsNotSet,0
10.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,d7d540dce350d5cfaaf1a25447c3f86c,0,Home,0,rs3,Retail,Reset,Windows.Desktop,ExistsNotSet,1
4.0,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,UNKNOWN,windows10,1,cc4f1230dedace850bed2d9c80d9c71c,0,Pro,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
3.0,0,0,0,Notebook,AutoInstallAndRebootAtMaintenanceTime,256,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,Unspecified,windows10,1,8bb3bf42d5f78c5c56a4377bc4d91278,1,Pro,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
3.0,0,0,1,Notebook,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,59810b804499611574188c08aaec3eeb,0,Home,0,rs3,Retail,Update,Windows.Desktop,Prompt,0
10.0,0,0,0,Notebook,AutoInstallAndRebootAtMaintenanceTime,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,a89f318a88bf8d66867cda7cbb7d6fb0,0,Pro,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
1.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,9e376a4179e446e14d9a83a3d0aa8743,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
1.0,0,1,0,Notebook,AutoInstallAndRebootAtMaintenanceTime,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,1aa39e1fc755e7540e7d295956077fd6,0,Home,0,rs2,Retail,Other,Windows.Desktop,ExistsNotSet,1
3.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,8a981b4d5758244d77fa14479854ebb3,0,Home,0,rs1,Retail,Update,Windows.Desktop,RequireAdmin,0
15.0,1,1,0,Detachable,Notify,256,0,Retail,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,af62e723331aadfd91e1ca28e3995ba1,0,Pro,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
15.0,1,1,0,LargeTablet,Notify,768,0,Retail,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,d355a5daffce56b2f35a5411f15c698a,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,Warn,0
15.0,0,1,1,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,4ffe296ba3d3dc0e03b52d807ff31854,0,Home,0,rs3,Retail,IBSClean,Windows.Desktop,Warn,0
3.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,88ae2690251e99f42ad57cf07813892a,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
10.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,4bf03e512f0763b20ce5d0f88a93b143,0,Home,0,rs4,Unknown,UUPUpgrade,Windows.Desktop,RequireAdmin,0
3.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,db4b8155444e0c892ebf27b95b6dc592,0,Pro,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
10.0,0,0,0,Notebook,FullAuto,768,0,Retail,x86,0,IS_GENUINE,0,x86,mse,HDD,windows7,0,a3314c942c92710f19bb6ab4b5550c9e,0,Invalid,0,windows7,Retail,Update,Windows.Desktop,ExistsNotSet,0
1.0,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,67c7e339febec064148ee83fa7ae84ed,0,Pro,0,rs4,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
1.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,9e6192a522eb9781c81283470b265b35,1,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
4.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,e908673e846fa3e9c48f5fd80903c7ce,0,Home,0,rs3,Retail,Upgrade,Windows.Desktop,RequireAdmin,0
15.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,9e74fd897f6134b6935eb043899faac3,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
15.0,0,0,0,Notebook,UNKNOWN,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,230054bfb581e5e1765105d886bf18f4,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
10.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,df40c1b001c4edaed460bd5421c39ba9,0,Home,0,rs1,Retail,Other,Windows.Desktop,ExistsNotSet,1
10.0,1,0,0,Detachable,UNKNOWN,256,0,Retail,x86,0,IS_GENUINE,0,x86,win8defender,SSD,windows10,1,0dced375e8a8fc18c10712fdabbe0442,0,Pro,0,rs3,RP,UUPUpgrade,Windows.Desktop,ExistsNotSet,0
6.0,0,0,0,Notebook,Notify,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,c72671991f90097868643e87c4178cee,0,Pro,0,rs1,Retail,Update,Windows.Desktop,ExistsNotSet,1
3.0,0,0,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,0af8015f8adfe17ea764ebee21e05d64,0,Home,0,rs4,Retail,IBSClean,Windows.Desktop,Warn,0
11.0,1,0,0,Convertible,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,5b6c499b2ce3281b4db6f1ae55aa535a,0,Home,0,rs3,Retail,Update,Windows.Desktop,RequireAdmin,0
7.0,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,4ad46922891d22601dfb28ff1a7bf6d1,0,Pro,0,rs4,Retail,Upgrade,Windows.Desktop,ExistsNotSet,0
1.0,0,0,0,Notebook,UNKNOWN,768,0,Volume:GVLK,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,04bc6d3d29d064c4963f35b225e7e699,0,Home,0,th1,NOT_SET,IBSClean,Windows.Desktop,RequireAdmin,0
7.0,0,0,0,Notebook,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,6ade3c7b2e54cf7afa0aa2d5f10cf1bd,0,Pro,0,rs4,Retail,Refresh,Windows.Desktop,ExistsNotSet,0
11.0,0,0,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,7a8e978c8956727af7a01439cd7bfd60,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
10.0,0,0,0,Notebook,UNKNOWN,256,0,Retail,amd64,0,INVALID_LICENSE,0,x64,win8defender,HDD,windows10,1,944e4e0ceb8cd78cc412d924935d993b,0,Pro,0,rs3,Retail,IBSClean,Windows.Desktop,ExistsNotSet,0
1.0,1,1,0,Convertible,Notify,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,ac1892e49168e909ba43ff6830762e39,0,Home,0,rs3,Retail,Update,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,4458fd5d7c690873d06077985f773acf,0,Home,0,rs4,Retail,Reset,Windows.Desktop,Warn,0
10.0,0,0,0,Desktop,UNKNOWN,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,UNKNOWN,windows10,1,58264026fbe5d87e79e833789f7d074c,0,Pro,0,rs2,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
3.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,3a49c058c5914c4c9797a0a8610139bd,0,Home,0,rs3,Retail,Update,Windows.Desktop,RequireAdmin,0
10.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,076301b41d599d477519c14f8bf8eac7,0,Home,0,rs3,Retail,Update,Windows.Desktop,RequireAdmin,0
3.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,d2a11e22d302e84a73301cb103de84e2,1,Home,0,rs4,Retail,Update,Windows.Desktop,RequireAdmin,1
3.0,0,0,0,Desktop,Notify,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,e153e332908665fd4f670f12e1c03fa2,1,Pro,0,rs2,Retail,Upgrade,Windows.Desktop,ExistsNotSet,0
7.0,0,1,0,Notebook,UNKNOWN,256,0,Volume:GVLK,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,dd1628aa46a0d279c12c8bfb4aac91f2,0,Pro,0,rs3,Retail,IBSClean,Windows.Desktop,ExistsNotSet,1
7.0,1,1,0,Notebook,Notify,256,0,OEM:DM,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,831c5338f9014c15f5c9f45acdba7733,0,Pro,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
15.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,508c78e78ac88d8aa8768895506a959f,0,Home,0,rs3,Retail,Update,Windows.Desktop,RequireAdmin,1
11.0,0,1,0,Notebook,Notify,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,7d3431faf3acace1170095c37b1636d7,0,Home,0,th2,Retail,Other,Windows.Desktop,RequireAdmin,0
3.0,0,1,0,Notebook,FullAuto,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,df38af805eec3687262a0f29bee41e5e,0,Home,0,rs4,Retail,UUPUpgrade,Windows.Desktop,ExistsNotSet,1
2.0,0,0,0,Desktop,FullAuto,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,d21788543ed3a6bd834a940dc093dc13,0,Pro,0,rs4,Retail,Upgrade,Windows.Desktop,ExistsNotSet,0
15.0,0,0,0,Notebook,Notify,256,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,Unspecified,windows10,1,5d5c9fd2d8480a05a0904fed5a5ed939,1,Pro,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,0
13.0,0,0,0,AllInOne,AutoInstallAndRebootAtMaintenanceTime,256,0,OEM:NONSLP,amd64,0,OFFLINE,0,x64,win8defender,UNKNOWN,windows10,1,26858bc8c3f7698da42fe138df1e432f,0,Enterprise LTSB,0,rs1,Retail,Other,Windows.Desktop,ExistsNotSet,1
7.0,0,0,0,Notebook,Notify,768,0,OEM:DM,amd64,0,INVALID_LICENSE,0,x64,win8defender,SSD,windows10,1,812e552d9c1b3c9c6f4da9af31fe5ab5,0,Home,0,rs4,Unknown,Update,Windows.Desktop,RequireAdmin,1
2.0,1,1,0,Convertible,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,1,x64,win8defender,SSD,windows10,1,62602bbbe966ffc630d8e68b56aa5fd5,0,Home,0,rs3,Retail,Reset,Windows.Desktop,ExistsNotSet,0
1.0,0,0,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,bd1a58be53bf2a2fc424f74458ede430,0,Home,0,rs1,Retail,Update,Windows.Desktop,RequireAdmin,0
10.0,1,1,0,Notebook,FullAuto,768,0,Retail,amd64,0,IS_GENUINE,0,x64,win8defender,HDD,windows10,1,71c1e7874d27365ff2b446b6dc684970,0,Home,0,rs3,Retail,UUPUpgrade,Windows.Desktop,RequireAdmin,1
12.0,0,1,0,Notebook,UNKNOWN,768,0,OEM:DM,amd64,0,IS_GENUINE,0,x64,win8defender,SSD,windows10,1,a06953cce37a6a5296fde1ad2dd8218b,0,Home,0,th1,Retail,Other,Windows.Desktop,RequireAdmin,0
